block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
3200000,9210,752,38,1.3046298345545e+13,1.3074799686669482e+13,1.2558374264074e+13,1.2769278987007e+13,1.2918448500599e+13,1.3046263082738e+13,1.3236291691226e+13,1.3472003173372e+13,1.3563259056791e+13,10,14.3374,1,1,3,10,21,42,63,2017-02-16,00:47:49
3210000,9173,785,42,1.31311858981305e+13,1.312191479072762e+13,1.2798925909941e+13,1.2844504821173e+13,1.3018717347335e+13,1.313117547058e+13,1.3230548199023e+13,1.3352377430282e+13,1.3468078181214e+13,10,14.3871,1,1,3,10,21,43,64,2017-02-17,16:45:40
3220000,9162,797,41,1.2973602511886e+13,1.2942964984262027e+13,1.2660778735714e+13,1.2692942447323e+13,1.282657910995e+13,1.297360079211e+13,1.3048717177997e+13,1.316295174863e+13,1.3211566124621e+13,10,14.3802,1,1,3,10,21,42,63,2017-02-19,08:42:22
3230000,9392,576,32,1.33879360460035e+13,1.3356291126358898e+13,1.2787684619023e+13,1.2996734666994e+13,1.3228823419354e+13,1.3387926440678e+13,1.3486885016252e+13,1.3648730691993e+13,1.3739219101275e+13,9,14.1946,1,1,3,9,21,44,66,2017-02-21,00:08:08
3240000,9350,613,37,1.3612784456437e+13,1.3658858254385215e+13,1.3297813388608e+13,1.339285200395e+13,1.3515741566683e+13,1.3612757125446e+13,1.3783303297983e+13,1.4037771570681e+13,1.4138740383066e+13,9,14.2367,1,1,3,9,21,44,65,2017-02-22,15:40:55
3250000,9371,610,19,1.3596944605096e+13,1.355963376869937e+13,1.2954471547011e+13,1.3028363611187e+13,1.343817438472e+13,1.3596939673576e+13,1.3732190803284e+13,1.3868425734599e+13,1.3993455703417e+13,9,14.2797,1,1,2,9,21,44,66,2017-02-24,07:20:52
3260000,9209,759,32,1.3306717847824e+13,1.3297501518723928e+13,1.292020575724e+13,1.299744908314e+13,1.313201884609e+13,1.3306689972291e+13,1.3445015438564e+13,1.3622133959503e+13,1.3682795562339e+13,10,14.2516,1,1,3,10,21,44,64,2017-02-25,22:56:08
3270000,9264,709,27,1.33126619146605e+13,1.3292549710120781e+13,1.2790898149581e+13,1.2838281167342e+13,1.3094915225661e+13,1.331265799489e+13,1.3481923140754e+13,1.3673535440517e+13,1.3846388781168e+13,9,14.2576,1,1,3,9,21,45,65,2017-02-27,14:32:24
3280000,9193,757,50,1.23386777079685e+13,1.236646700609821e+13,1.1906484415204e+13,1.1957364121919e+13,1.2116403070326e+13,1.233857115398e+13,1.2558022081707e+13,1.2961713655245e+13,1.303748243733e+13,10,14.3926,1,1,3,10,21,44,66,2017-03-01,06:31:10
3290000,9158,808,34,1.2111266244759e+13,1.2191329509696701e+13,1.154271933062e+13,1.1780926984653e+13,1.2007237699525e+13,1.2111259219931e+13,1.222601155697e+13,1.2869580142497e+13,1.296644508492e+13,9,14.387,1,1,3,9,21,46,66,2017-03-02,22:29:00
3300000,9292,678,30,1.1571147978466e+13,1.1608184133237766e+13,1.1285495839255e+13,1.1319895218012e+13,1.1454874041923e+13,1.1571142226872e+13,1.1738204381043e+13,1.2004445979234e+13,1.2186080161838e+13,9,14.2443,1,1,3,9,20,46,68,2017-03-04,14:03:03
3310000,9428,547,25,1.22417863201635e+13,1.2223610695411117e+13,1.1647352123049e+13,1.1739570217019e+13,1.2103003957546e+13,1.224176389325e+13,1.2411965262502e+13,1.2531416892434e+13,1.2571721796646e+13,9,14.1305,1,1,3,9,20,45,67,2017-03-06,05:18:08
3320000,9379,597,24,1.22197478136575e+13,1.223052990311238e+13,1.1940186034174e+13,1.1979049233817e+13,1.2092581527599e+13,1.2219729100437e+13,1.2336678883111e+13,1.253574172783e+13,1.2635199148493e+13,9,14.2664,1,1,3,9,20,46,67,2017-03-07,20:55:52
3330000,9405,571,24,1.3125943960556e+13,1.3041953463353934e+13,1.2091870994764e+13,1.2175392630227e+13,1.2330565657412e+13,1.3125809742828e+13,1.3555802955081e+13,1.4331868812478e+13,1.4669039178872e+13,9,14.0543,1,1,2,9,20,46,65,2017-03-09,11:58:15
3340000,9277,685,38,1.2744321674839e+13,1.2743397917484686e+13,1.2268999983525e+13,1.2377498243856e+13,1.2536837933759e+13,1.2744267778375e+13,1.29653299271e+13,1.3112551124319e+13,1.3181985805449e+13,9,14.3308,1,1,3,9,20,47,69,2017-03-11,03:46:43
3350000,9184,772,44,1.21399787725185e+13,1.2099548387504074e+13,1.1741401632193e+13,1.1787672205627e+13,1.1883045092077e+13,1.2139963136703e+13,1.2268511554928e+13,1.245382013032e+13,1.2504771684108e+13,9,14.2236,1,1,3,9,20,45,68,2017-03-12,19:17:19
3360000,9380,591,29,1.18250997681155e+13,1.1855545225626729e+13,1.1306203642406e+13,1.1389791640568e+13,1.1557139357219e+13,1.1825093347904e+13,1.2074047663831e+13,1.2443004549435e+13,1.2498794024353e+13,10,14.7593,1,1,4,10,21,44,66,2017-03-14,12:17:12
3370000,9458,521,21,1.12539004960885e+13,1.1265572069091889e+13,1.0967525760963e+13,1.1090789924642e+13,1.1192585258285e+13,1.1253877922377e+13,1.1338138392024e+13,1.1462304150036e+13,1.1537086153417e+13,10,14.8056,1,1,5,10,20,42,65,2017-03-16,05:24:48
3380000,9484,500,16,9.496846335561e+12,9.808156073699291e+12,8.738273618871e+12,8.86122790765e+12,9.079420633663e+12,9.496813304336e+12,1.0546577066834e+13,1.1178092930288e+13,1.1246177598446e+13,11,15.2028,1,1,5,11,21,44,67,2017-03-17,23:38:36
3390000,9468,507,25,9.4407026714005e+12,9.435031043842326e+12,8.81579037935e+12,8.937804741135e+12,9.258989782247e+12,9.440648640379e+12,9.625481055494e+12,9.869582544941e+12,9.936666216823e+12,10,14.759,1,1,5,10,20,42,63,2017-03-19,16:38:26
3400000,9467,513,20,9.5298190327995e+12,9.534763572023154e+12,9.317684979804e+12,9.360670463934e+12,9.459650855051e+12,9.529817119932e+12,9.615538173254e+12,9.697300158424e+12,9.763889139133e+12,11,14.7872,1,1,5,11,20,42,66,2017-03-21,09:42:58
3410000,9394,589,17,1.16402439496985e+13,1.1752946945471541e+13,9.585157071057e+12,9.630699117726e+12,1.0527847283146e+13,1.1640051873808e+13,1.3058667185673e+13,1.4093503234511e+13,1.4199066940767e+13,10,14.4005,1,1,5,10,19,42,67,2017-03-23,01:43:03
3420000,9455,519,26,1.15199657705595e+13,1.1466625673018535e+13,1.0886184777062e+13,1.0957308607104e+13,1.1260656809082e+13,1.1519965606584e+13,1.1673063793762e+13,1.1807940995399e+13,1.1862903301021e+13,11,14.7033,1,1,5,11,20,43,65,2017-03-24,18:33:36
3430000,9471,498,31,1.0810073493964e+13,1.080594166689685e+13,1.0325165444598e+13,1.0360041381589e+13,1.0682909119118e+13,1.0810071397203e+13,1.0977942247448e+13,1.1142635153431e+13,1.1218826742184e+13,11,14.9151,1,1,5,11,20,43,67,2017-03-26,11:59:27
3440000,9455,526,19,1.05733308932315e+13,1.0591464709440125e+13,1.021623142506e+13,1.0328011235186e+13,1.0443418590177e+13,1.0573284002439e+13,1.071363689704e+13,1.0963328176802e+13,1.1040891440031e+13,11,14.7583,1,1,5,11,20,43,66,2017-03-28,04:59:10
3450000,9455,519,26,1.0490845440262e+13,1.053258770087935e+13,1.0215940320402e+13,1.0313664388905e+13,1.0410365906432e+13,1.0490844832565e+13,1.0627992930215e+13,1.0891030778649e+13,1.0959409128353e+13,10,14.6656,1,1,5,10,20,43,63,2017-03-29,21:43:26
3460000,9472,504,24,1.11935679521355e+13,1.1560698958037172e+13,1.052965787462e+13,1.0580958762832e+13,1.0806413708928e+13,1.1193558065047e+13,1.2358118389095e+13,1.3412276347526e+13,1.3569651065098e+13,10,14.2442,1,1,5,10,19,42,64,2017-03-31,13:17:28
3470000,9438,537,25,1.40249349025105e+13,1.396295972880766e+13,1.3353195358277e+13,1.3423899949023e+13,1.3732452891449e+13,1.4024908453845e+13,1.4203241517036e+13,1.4393859478304e+13,1.4504184616306e+13,11,14.6074,1,1,5,11,20,43,66,2017-04-02,05:52:02
3480000,9495,487,18,1.3711689581921e+13,1.37519933579884e+13,1.3336722384276e+13,1.3424319324619e+13,1.3581943545535e+13,1.3711677579315e+13,1.387969628882e+13,1.4190077573824e+13,1.4274894266458e+13,10,14.5641,1,1,5,10,20,42,63,2017-04-03,22:19:23
3490000,9443,533,24,1.45168005652935e+13,1.4522731077304252e+13,1.3998949916331e+13,1.4126055910237e+13,1.4279569628196e+13,1.4516771663736e+13,1.4771569346111e+13,1.4950102173296e+13,1.5015381884138e+13,10,14.5922,1,1,5,10,20,43,65,2017-04-05,14:51:25
3500000,9499,484,17,1.54057321731045e+13,1.5301888127567178e+13,1.4118706298098e+13,1.4228834624614e+13,1.5103042545963e+13,1.5405720665385e+13,1.5655767551146e+13,1.5846328942845e+13,1.5943919393027e+13,10,14.4671,1,1,5,10,20,42,63,2017-04-07,07:02:36
3510000,9471,512,17,1.54205470805885e+13,1.5395387409070973e+13,1.4842655949922e+13,1.4942976660251e+13,1.528002810437e+13,1.5420486175236e+13,1.5526999639295e+13,1.5733613434944e+13,1.5882573268294e+13,10,14.4902,1,1,5,10,20,43,67,2017-04-08,23:17:38
3520000,9507,476,17,1.54829852603395e+13,1.5469982264153137e+13,1.5036861605716e+13,1.5141136230114e+13,1.5367643792451e+13,1.5482982655587e+13,1.556806377895e+13,1.5801106979383e+13,1.6033081081147e+13,10,14.6234,1,1,5,10,20,42,63,2017-04-10,15:54:52
3530000,9554,432,14,1.54026197301235e+13,1.5427987004821014e+13,1.5026859812199e+13,1.5099121205119e+13,1.5263692528962e+13,1.5402583999218e+13,1.5585649750463e+13,1.5820259392027e+13,1.5863985533789e+13,10,14.5605,1,1,5,10,20,43,64,2017-04-12,08:21:37
3540000,9520,462,18,1.5427712248916e+13,1.5440196740377414e+13,1.4524608241607e+13,1.4886625720169e+13,1.5132068367357e+13,1.5427708740192e+13,1.5741629851978e+13,1.6037531793191e+13,1.6231714750019e+13,10,14.7151,1,1,5,10,20,43,65,2017-04-14,01:14:08
3550000,9527,454,19,1.5112131763625e+13,1.5061269703706137e+13,1.4038866982748e+13,1.4166161739328e+13,1.4636110351692e+13,1.5112131750508e+13,1.5529134242331e+13,1.578654893365e+13,1.5845072821886e+13,10,14.5256,1,1,5,10,19,43,68,2017-04-15,17:35:04
3560000,9576,415,9,1.5572931416289e+13,1.5539470873199635e+13,1.4889786396979e+13,1.4957450601399e+13,1.5149965335495e+13,1.5572868801625e+13,1.5870225994019e+13,1.6126189486182e+13,1.6273169026337e+13,10,14.4807,1,1,5,10,20,42,64,2017-04-17,09:48:31
3570000,9534,451,15,1.53569400925145e+13,1.5580033039965072e+13,1.4677028653672e+13,1.4897697011412e+13,1.5181590941823e+13,1.5356931336024e+13,1.5630682821006e+13,1.7083045896249e+13,1.7190826918536e+13,10,14.2803,1,1,4,10,20,42,64,2017-04-19,01:28:34
3580000,9509,470,21,1.77959517767335e+13,1.7738499200449406e+13,1.6303301513416e+13,1.6415387383482e+13,1.6789009067417e+13,1.7795862097619e+13,1.8343690505779e+13,1.9684483879894e+13,1.9877894196817e+13,10,14.1906,1,1,4,10,19,42,64,2017-04-20,16:53:40
3590000,9521,464,15,2.01787114437395e+13,2.0267535755676883e+13,1.9592401196022e+13,1.9682780380054e+13,1.9907007614142e+13,2.0178690581953e+13,2.0630779274941e+13,2.1025354016589e+13,2.1152988616353e+13,10,14.4023,1,1,4,10,20,42,64,2017-04-22,08:54:03
3600000,9510,478,12,2.0809966995576e+13,2.0721576770875426e+13,1.9744743611245e+13,1.9907561694875e+13,2.0356201491143e+13,2.080987309923e+13,2.1076748345138e+13,2.1512013626496e+13,2.1648566019906e+13,10,14.3967,1,1,4,10,20,43,64,2017-04-24,00:53:30
3610000,9505,467,28,2.4437282228601e+13,2.416324888418879e+13,2.1243722421248e+13,2.1925618617094e+13,2.2975909064694e+13,2.4437200363557e+13,2.5404633520013e+13,2.5695003613777e+13,2.5826702308555e+13,10,14.2147,1,1,5,10,19,41,64,2017-04-25,16:22:37
3620000,9483,495,22,2.4657527245589e+13,2.518766368477307e+13,2.351525713675e+13,2.3768787362926e+13,2.4071168462094e+13,2.4657480764206e+13,2.6003694546024e+13,2.775245119501e+13,2.7997228087827e+13,10,14.1185,1,1,4,10,19,42,64,2017-04-27,07:35:42
3630000,9505,469,26,2.6514395683719e+13,2.591819455426463e+13,2.3320445015737e+13,2.3736307161749e+13,2.4329986051122e+13,2.6514250955334e+13,2.7268008533535e+13,2.8235478618075e+13,2.8427450843756e+13,10,14.7764,1,1,5,10,20,43,68,2017-04-29,00:38:26
3640000,9437,543,20,2.4838460646216e+13,2.5038764771964938e+13,2.3278649177239e+13,2.3513168565261e+13,2.4101153783847e+13,2.4838389483197e+13,2.5848818475248e+13,2.7145397211319e+13,2.7473799941417e+13,10,14.1499,1,1,4,10,20,41,63,2017-04-30,15:56:45
3650000,9439,530,31,2.8899933701148e+13,2.856654037909316e+13,2.6857972036884e+13,2.7134788971802e+13,2.7545680285968e+13,2.889979371306e+13,2.9463065607405e+13,2.9929393867418e+13,3.0110647851327e+13,10,14.2411,1,1,4,10,20,42,64,2017-05-02,07:30:16
3660000,9360,618,22,2.86586174008245e+13,2.8655127655942043e+13,2.7756807594729e+13,2.7932611992523e+13,2.8458168455667e+13,2.8658609639397e+13,2.8917119882975e+13,2.9206393763159e+13,2.9351586678132e+13,10,14.4718,1,1,5,10,20,42,64,2017-05-03,23:42:14
3670000,9396,569,35,2.74971486791395e+13,2.754979602600198e+13,2.6603603095794e+13,2.6798407972533e+13,2.7237364553437e+13,2.7496943899355e+13,2.779987289406e+13,2.8475460945817e+13,2.8720277754666e+13,10,14.4393,1,1,4,10,20,43,67,2017-05-05,15:48:47
3680000,9371,600,29,2.75708117986455e+13,2.759622254283095e+13,2.6726327944545e+13,2.6951458380558e+13,2.734077952092e+13,2.7570790851244e+13,2.7890732561227e+13,2.824569072753e+13,2.8405622532756e+13,10,14.3628,1,1,4,10,20,42,66,2017-05-07,07:42:35
3690000,9405,562,33,2.7706140650066e+13,2.7777196985390637e+13,2.66325461351e+13,2.6750910150091e+13,2.7279510763881e+13,2.7706132411899e+13,2.817920760895e+13,2.9132266743648e+13,2.9284478806472e+13,10,14.3612,1,1,5,10,20,42,65,2017-05-08,23:36:07
3700000,9417,561,22,2.8311642197662e+13,2.8154829411828344e+13,2.6828688678374e+13,2.7003118523743e+13,2.7543535521241e+13,2.8311378725386e+13,2.8671199785581e+13,2.9122231299056e+13,2.9343246930162e+13,10,14.4032,1,1,4,10,20,42,64,2017-05-10,15:36:39
3710000,9437,542,21,2.7750470061802e+13,2.774923776036723e+13,2.6765145848873e+13,2.6981506757875e+13,2.7382962872236e+13,2.7750076257121e+13,2.8141877698155e+13,2.8469610303055e+13,2.8647155215841e+13,10,14.3385,1,1,4,10,20,42,64,2017-05-12,07:26:24
3720000,9426,547,27,2.7416217406601e+13,2.7490886838317938e+13,2.6555611759539e+13,2.6652649408021e+13,2.7164370205168e+13,2.7416187364294e+13,2.7884636603314e+13,2.8351877515213e+13,2.8658663062612e+13,10,14.4689,1,1,4,10,20,42,63,2017-05-13,23:37:53
3730000,9432,548,20,2.8478557712413e+13,2.8617999828927473e+13,2.6880102453361e+13,2.7066360103617e+13,2.764183925392e+13,2.8478325754174e+13,2.9506577877938e+13,3.0823303941942e+13,3.0994222255365e+13,10,14.2704,1,1,4,10,20,42,62,2017-05-15,15:16:17
3740000,9393,571,36,2.89101023319745e+13,2.8843124112331055e+13,2.7946486387579e+13,2.8116572822725e+13,2.8513598654909e+13,2.8909989652464e+13,2.9165512592654e+13,2.9456757783803e+13,2.9627090835289e+13,10,14.4629,1,1,5,10,20,42,66,2017-05-17,07:26:46
3750000,9407,572,21,2.86374659463305e+13,2.866612530308674e+13,2.7834202364084e+13,2.8038081875813e+13,2.844808115172e+13,2.8637395166067e+13,2.8898670157567e+13,2.9295870965544e+13,2.9439772424601e+13,10,14.3169,1,1,5,10,20,41,65,2017-05-18,23:12:55
3760000,9365,605,30,2.8335792666485e+13,2.8223452545153805e+13,2.6759611531622e+13,2.6982716548468e+13,2.7647661303924e+13,2.8335527674423e+13,2.8892621043833e+13,2.9242748774607e+13,2.9429566883505e+13,10,14.5497,1,1,5,10,20,43,63,2017-05-20,15:37:52
3770000,9362,605,33,2.7304802126097e+13,2.7299868879904926e+13,2.6381466351706e+13,2.6700382728638e+13,2.6947470885303e+13,2.7304718169117e+13,2.7605306988701e+13,2.8004016668095e+13,2.825643661153e+13,10,14.4146,1,1,5,10,20,43,63,2017-05-22,07:40:18
3780000,9243,704,53,2.6096359066921e+13,2.6243310647350645e+13,2.5268437769366e+13,2.5425990569806e+13,2.5944793447823e+13,2.6096325767995e+13,2.6313193555089e+13,2.8069098718646e+13,2.8393425683883e+13,10,14.2637,1,1,5,10,20,41,62,2017-05-23,23:17:35
3790000,9305,652,43,3.9282821180585e+13,3.8371060141359e+13,2.820349162422e+13,2.9105532485397e+13,3.1916317388712e+13,3.9280653119946e+13,4.4806458249262e+13,4.6787833461667e+13,4.7282697399332e+13,9,13.3441,1,1,4,9,18,39,59,2017-05-25,12:21:36
3800000,9305,664,31,4.2625350652455e+13,4.305171613940197e+13,4.0599765303973e+13,4.0859779064305e+13,4.1416427507271e+13,4.2625290576643e+13,4.4646001876617e+13,4.6299740257159e+13,4.6603329195605e+13,10,14.5691,1,1,5,10,20,43,65,2017-05-27,04:49:47
3810000,9455,517,28,4.4000468907008e+13,4.328078955180681e+13,3.9282464414366e+13,3.9480619455615e+13,4.0675521040977e+13,4.400033468928e+13,4.549324460824e+13,4.633849522517e+13,4.71044974022e+13,10,14.1141,1,1,4,10,19,41,65,2017-05-28,20:02:08
3820000,9437,536,27,4.3316048981122e+13,4.401855702394679e+13,4.1370928652641e+13,4.1751998474235e+13,4.2533777285581e+13,4.3315785643774e+13,4.571415567307e+13,4.7307938201389e+13,4.7682178132645e+13,10,14.5856,1,1,5,10,20,43,68,2017-05-30,12:33:04
3830000,9424,558,18,4.06525052308465e+13,4.0697518089419734e+13,3.9028344730126e+13,3.9316685938493e+13,4.0059075535658e+13,4.0652502054119e+13,4.1388548985971e+13,4.1990301506652e+13,4.2300550463262e+13,10,14.4146,1,1,5,10,20,42,62,2017-06-01,04:35:30
3840000,9397,583,20,4.27549231356895e+13,4.252047497630305e+13,4.0005634200102e+13,4.0438714534097e+13,4.1807436895035e+13,4.2754626251787e+13,4.3366978001935e+13,4.3865934930231e+13,4.4301671908685e+13,10,14.2386,1,1,5,10,20,41,63,2017-06-02,20:08:36
3850000,9416,553,31,4.20490462637785e+13,4.214064615028067e+13,4.0898589925174e+13,4.1228534389871e+13,4.178059293532e+13,4.2048868564155e+13,4.2436694783822e+13,4.3291531611916e+13,4.3635294388575e+13,10,14.3722,1,1,5,10,19,42,63,2017-06-04,12:03:58
3860000,9441,537,22,4.1942683289458e+13,4.198931910189908e+13,4.0254069111308e+13,4.045582090029e+13,4.139484043543e+13,4.1942448463989e+13,4.2592863668573e+13,4.3625221235139e+13,4.3918268776741e+13,10,14.3681,1,1,5,10,20,42,64,2017-06-06,03:58:39
3870000,9405,567,28,4.1412426410076e+13,4.1564975549725664e+13,4.0529811978842e+13,4.0757095724539e+13,4.1130853195655e+13,4.1412353635166e+13,4.1758128874384e+13,4.2967105417887e+13,4.3332524508392e+13,10,14.2638,1,1,5,10,19,41,62,2017-06-07,19:35:57
3880000,9426,555,19,4.2664682768065e+13,4.274712752529473e+13,4.165345333562e+13,4.1795498332132e+13,4.2262927145593e+13,4.266461227218e+13,4.3116065260398e+13,4.3973811866377e+13,4.412467972175e+13,10,14.3837,1,1,5,10,19,42,64,2017-06-09,11:33:14
3890000,9443,535,22,4.18277483598905e+13,4.2008404944043266e+13,4.0109761765657e+13,4.0346471619342e+13,4.104035492251e+13,4.1827743684571e+13,4.3144495743396e+13,4.4075969012956e+13,4.4416565504634e+13,11,14.4722,1,1,5,11,20,41,63,2017-06-11,03:45:16
3900000,9412,571,17,4.1592447501709e+13,4.223880363252339e+13,4.0356941094878e+13,4.0685418613377e+13,4.1252181611163e+13,4.1592313283981e+13,4.304408637926e+13,4.5381832516121e+13,4.5535694668087e+13,10,14.3079,1,1,5,10,20,42,63,2017-06-12,19:29:55
3910000,9415,567,18,3.7963871017805e+13,3.8323588259309945e+13,3.6997618847433e+13,3.7190683435525e+13,3.7574880712498e+13,3.796376861357e+13,3.9084637691449e+13,4.0281131442629e+13,4.0789480898304e+13,10,14.5725,1,1,5,10,20,42,64,2017-06-14,11:58:40
3920000,9462,520,18,3.7852249845776e+13,3.79477010942835e+13,3.7226244198485e+13,3.7360846057949e+13,3.7617756724889e+13,3.7852116667752e+13,3.8157127015136e+13,3.8815142753107e+13,3.900393659145e+13,10,14.3831,1,1,5,10,20,42,67,2017-06-16,03:55:51
3930000,9478,498,24,3.88639595150595e+13,3.924134536742928e+13,3.6874490048141e+13,3.7212535052518e+13,3.8209400307992e+13,3.8863955572557e+13,3.9892496383336e+13,4.2135458932782e+13,4.2351573224703e+13,10,14.1709,1,1,5,10,19,41,63,2017-06-17,19:17:40
3940000,9459,528,13,4.64161912091545e+13,4.593956753577568e+13,4.2041166434333e+13,4.2570747416877e+13,4.5643634749927e+13,4.6416160696752e+13,4.6931535659136e+13,4.7386602708947e+13,4.7703864712053e+13,10,14.1753,1,1,4,10,20,42,62,2017-06-19,10:40:13
3950000,9361,606,33,4.94518518073005e+13,4.910003623930595e+13,4.6293715995698e+13,4.6582593826032e+13,4.7789455114949e+13,4.9451681373533e+13,5.0050661096226e+13,5.1902587567188e+13,5.2262616901776e+13,10,14.1325,1,1,5,10,19,40,63,2017-06-21,01:55:38
3960000,9347,610,43,5.44892365609575e+13,5.401009782730057e+13,4.969935168369e+13,5.078702547465e+13,5.3377451866747e+13,5.4488994328239e+13,5.5052305634051e+13,5.6258015089635e+13,5.6842060287391e+13,10,14.2258,1,1,5,10,19,41,62,2017-06-22,17:26:36
3970000,9409,560,31,5.78596217267705e+13,5.740331197256599e+13,5.3535258950834e+13,5.4197157323121e+13,5.6323316482993e+13,5.7859309707058e+13,5.8814478137027e+13,5.929147887921e+13,5.9461894797157e+13,10,14.2596,1,1,5,10,19,41,63,2017-06-24,09:03:12
3980000,9366,617,17,5.780214665829e+13,5.826422128938131e+13,5.5182963809203e+13,5.5524005148385e+13,5.6872080908476e+13,5.7802124236169e+13,5.9284084862914e+13,6.1682512108319e+13,6.2198547229355e+13,10,14.2301,1,1,5,10,19,41,62,2017-06-26,00:34:53
3990000,9356,617,27,6.4581932795484e+13,6.441078897523831e+13,6.1110538604724e+13,6.1800391971279e+13,6.3519240696208e+13,6.4581798577756e+13,6.5486091851576e+13,6.6618681339981e+13,6.7109000035198e+13,10,14.2428,1,1,5,10,19,41,65,2017-06-27,16:08:41
4000000,9463,513,24,6.13403236400735e+13,6.158039346804389e+13,5.8902372488996e+13,5.9394237897541e+13,6.0528832186749e+13,6.1340309105802e+13,6.2196515544152e+13,6.5529177307623e+13,6.6183287025447e+13,10,14.5087,1,1,5,10,20,43,64,2017-06-29,08:26:48
4010000,9438,531,31,5.9315764016359e+13,5.933788349021715e+13,5.683970248906e+13,5.7444218741559e+13,5.8416459218051e+13,5.9315520246983e+13,6.0160606872225e+13,6.1363855239834e+13,6.1724110625251e+13,10,14.2112,1,1,5,10,20,41,61,2017-06-30,23:55:20
4020000,9455,525,20,6.4110112792373e+13,6.411944091991725e+13,6.1662924611748e+13,6.2122912733185e+13,6.3118561222371e+13,6.4109978574645e+13,6.4985395021197e+13,6.6303251787003e+13,6.689959160313e+13,10,14.2262,1,1,5,10,19,41,65,2017-07-02,15:26:22
