block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
9090000,9598,382,20,1.240026499378795e+14,1.240192880285634e+14,1.19804432924508e+14,1.2056297177281e+14,1.22463967970524e+14,1.24002497713747e+14,1.25348280254607e+14,1.27432351784944e+14,1.2899177762569e+14,9,13.1641,1,1,4,9,18,38,59,2019-10-30,18:03:33
9100000,9605,375,20,1.237573091251e+14,1.2421797201592988e+14,1.20614475604968e+14,1.21176174060088e+14,1.22598684284486e+14,1.23757264851614e+14,1.25514118320923e+14,1.2921301137355e+14,1.31323656149467e+14,9,13.0245,1,1,4,9,18,39,58,2019-11-01,06:14:18
9110000,9584,396,20,1.265955668887935e+14,1.2672777342587706e+14,1.20547812422158e+14,1.21967948553823e+14,1.24444986729156e+14,1.26595279842734e+14,1.28035984375734e+14,1.33292209837765e+14,1.34724770542113e+14,9,13.0968,1,1,4,9,18,38,59,2019-11-02,18:37:06
9120000,9560,415,25,1.26826771260476e+14,1.2679513871838052e+14,1.20445518492696e+14,1.21139537353417e+14,1.241136636946e+14,1.26826771260476e+14,1.29146344386676e+14,1.32585862538744e+14,1.34578790606648e+14,9,13.2206,1,1,4,9,18,38,60,2019-11-04,07:20:32
9130000,9600,372,28,1.22818912779682e+14,1.2319112162205405e+14,1.18795917243168e+14,1.19861380862524e+14,1.2135496249995e+14,1.22818707717611e+14,1.24290520121463e+14,1.28354212035887e+14,1.29296817245878e+14,9,13.0862,1,1,4,9,18,38,59,2019-11-05,19:41:34
9140000,9604,377,19,1.26035399388835e+14,1.261944525976842e+14,1.2142675705806e+14,1.22674880987705e+14,1.24638656335972e+14,1.26035399388835e+14,1.27774808335684e+14,1.29687606111803e+14,1.31007291319257e+14,9,13.1594,1,1,4,9,18,38,61,2019-11-07,08:14:48
9150000,9606,382,12,1.284224988783555e+14,1.2812489903987528e+14,1.21947607201301e+14,1.23274240542617e+14,1.26463285531896e+14,1.28422437626768e+14,1.30001825579876e+14,1.32226555428349e+14,1.34422247552916e+14,9,13.0814,1,1,4,9,18,39,60,2019-11-08,20:35:02
9160000,9581,401,18,1.26516201184122e+14,1.2626946582960353e+14,1.21426727033755e+14,1.22139397363743e+14,1.24908833458254e+14,1.26516171773464e+14,1.27791664558568e+14,1.2999128532371e+14,1.32135427887278e+14,9,13.1766,1,1,4,9,18,38,59,2019-11-10,09:11:08
9170000,9590,386,24,1.252900839566625e+14,1.2598045938539484e+14,1.22084559475794e+14,1.22625655828863e+14,1.23860151223568e+14,1.25290069020919e+14,1.28056598030659e+14,1.30441083179799e+14,1.3231437801171e+14,9,13.128,1,1,4,9,18,39,61,2019-11-11,21:39:08
9180000,9599,374,27,1.25265498807859e+14,1.2572319379409022e+14,1.20944976010951e+14,1.22187139652244e+14,1.23835924725883e+14,1.25265498807859e+14,1.27586938215593e+14,1.30533850058156e+14,1.31356215366064e+14,9,13.1741,1,1,4,9,18,38,58,2019-11-13,10:14:49
9190000,9597,381,22,1.239820231431015e+14,1.244936943005696e+14,1.20255033324048e+14,1.21376747591777e+14,1.22677684714693e+14,1.2398191962663e+14,1.25453311717742e+14,1.29580947678392e+14,1.32031227888794e+14,9,13.1537,1,1,4,9,18,38,61,2019-11-14,22:47:06
9200000,9608,366,26,1.209727916295835e+14,1.2088982284887744e+14,1.15644981011487e+14,1.16731314495854e+14,1.1918394022311e+14,1.20972271821497e+14,1.22783415270568e+14,1.24571253607343e+14,1.25141935961099e+14,9,13.1869,1,1,4,9,18,39,60,2019-11-16,11:24:55
9210000,9588,382,30,1.212371900911615e+14,1.2162670646569753e+14,1.17656672791195e+14,1.18230937044928e+14,1.20016778475261e+14,1.21237161185959e+14,1.22891108281413e+14,1.25855179082718e+14,1.28269522619999e+14,9,12.9987,1,1,4,9,18,38,57,2019-11-17,23:31:22
9220000,9595,381,24,1.1947383316519e+14,1.193905200320555e+14,1.11967727860399e+14,1.1393807165146e+14,1.17588632887473e+14,1.1947357673249e+14,1.21510099357099e+14,1.23628995881287e+14,1.25110294711915e+14,9,13.3241,1,1,4,9,18,39,58,2019-11-19,12:32:03
9230000,9601,378,21,1.148371413734175e+14,1.147141749315465e+14,1.10530888320837e+14,1.11205389213922e+14,1.13028929125147e+14,1.14836757585251e+14,1.15893278979765e+14,1.18871104136754e+14,1.20460143311659e+14,9,13.0056,1,1,4,9,18,38,59,2019-11-21,00:39:39
9240000,9597,379,24,1.179609787638395e+14,1.1805284156269775e+14,1.14116936073465e+14,1.14728777061921e+14,1.16555985336102e+14,1.17960930455652e+14,1.1951390986334e+14,1.21353945749866e+14,1.22100679643709e+14,9,13.1329,1,1,4,9,18,38,60,2019-11-22,13:08:28
9250000,9589,390,21,1.19409945918528e+14,1.1909860867324647e+14,1.15406943061256e+14,1.16022150446631e+14,1.17739794359775e+14,1.19409945918528e+14,1.205336517101e+14,1.21568122684504e+14,1.22227379766327e+14,9,13.0839,1,1,4,9,18,38,59,2019-11-24,01:29:07
9260000,9604,373,23,1.214449170338585e+14,1.2194390484413947e+14,1.1853514410015e+14,1.19118660944059e+14,1.20420790714049e+14,1.21444800408482e+14,1.23356961509686e+14,1.25902452778151e+14,1.28269587417068e+14,9,13.1443,1,1,4,9,18,38,61,2019-11-25,13:59:50
9270000,9592,382,26,1.20705082590912e+14,1.2043700618369158e+14,1.15648012977834e+14,1.1613669987331e+14,1.18015375332047e+14,1.20705068201743e+14,1.22523094560178e+14,1.24048551970195e+14,1.24472306723071e+14,9,13.0663,1,1,4,9,18,38,59,2019-11-27,02:17:33
9280000,9598,375,27,1.217539105572e+14,1.2148926540095334e+14,1.17626557261018e+14,1.18430828927184e+14,1.20518304856672e+14,1.217539105572e+14,1.22658516474998e+14,1.23578986006161e+14,1.24661256295979e+14,9,13.1866,1,1,4,9,18,38,60,2019-11-28,14:55:19
9290000,9609,375,16,1.233958971471365e+14,1.2355059776033236e+14,1.19830203006664e+14,1.20648995397871e+14,1.22262025170307e+14,1.23395808858751e+14,1.24955403595337e+14,1.26521133396895e+14,1.27304520010452e+14,9,13.0707,1,1,4,9,18,38,58,2019-11-30,03:13:46
9300000,9562,410,28,1.22701744111747e+14,1.2264305287380444e+14,1.19002324498993e+14,1.19749754375909e+14,1.21247310849667e+14,1.22701744111747e+14,1.23959014215346e+14,1.25697886764229e+14,1.27062584247672e+14,9,13.2211,1,1,4,9,18,39,58,2019-12-01,15:57:17
9310000,9530,435,35,1.21912208577483e+14,1.2231123976736745e+14,1.18535319008517e+14,1.18846922925569e+14,1.20354485267727e+14,1.21911178673503e+14,1.23645451446573e+14,1.27266069315904e+14,1.29132146865057e+14,9,13.154,1,1,4,9,18,38,59,2019-12-03,04:29:37
9320000,9560,411,29,1.235874478913875e+14,1.237781448369078e+14,1.17748172105871e+14,1.1922098924654e+14,1.21840884667183e+14,1.23587265238899e+14,1.2591139281635e+14,1.28351961966672e+14,1.29202222535478e+14,9,13.1749,1,1,4,9,18,38,58,2019-12-04,17:05:26
9330000,9557,412,31,1.22798137163649e+14,1.2291667468523969e+14,1.18873233271413e+14,1.19849309881789e+14,1.20921100699713e+14,1.22798137163649e+14,1.24757867500426e+14,1.26487208953171e+14,1.27275726738372e+14,9,13.2019,1,1,4,9,18,39,60,2019-12-06,05:45:45
9340000,9523,448,29,1.243259572438695e+14,1.2467993511672533e+14,1.19826208192623e+14,1.21017969130957e+14,1.22644857907388e+14,1.24325942423059e+14,1.26591588388812e+14,1.2913845834958e+14,1.30009153301137e+14,9,13.1513,1,1,4,9,18,37,59,2019-12-07,18:17:38
9350000,9543,423,34,1.25803412836999e+14,1.2625656204468255e+14,1.21655788069773e+14,1.22796086808704e+14,1.24887139668258e+14,1.25803322840719e+14,1.28077867447343e+14,1.29798124902821e+14,1.30396388524498e+14,9,13.1921,1,1,4,9,18,39,59,2019-12-09,06:56:19
9360000,9572,398,30,1.24178812564937e+14,1.2448126315127186e+14,1.19563154904769e+14,1.20504608856194e+14,1.22501349786378e+14,1.24178708913115e+14,1.25767354980735e+14,1.29489628451059e+14,1.31358099210073e+14,9,13.0446,1,1,4,9,18,38,59,2019-12-10,19:10:25
9370000,9559,413,28,1.26435772701528e+14,1.2636056982670817e+14,1.20552412602024e+14,1.21668516584389e+14,1.23995503521205e+14,1.26435772701528e+14,1.28787673943086e+14,1.30948910671044e+14,1.31939535511285e+14,9,13.2299,1,1,4,9,18,38,59,2019-12-12,07:55:24
9380000,9511,460,29,1.24939743347023e+14,1.2471540505661639e+14,1.20080999367565e+14,1.21519207459283e+14,1.22894856802368e+14,1.24938522220683e+14,1.26285570048372e+14,1.27772942876362e+14,1.28238950938349e+14,9,13.204,1,1,4,9,18,39,58,2019-12-13,20:36:04
9390000,9549,425,26,1.323289652020705e+14,1.3233054053954322e+14,1.26326979530391e+14,1.27018275703544e+14,1.30925301601901e+14,1.32328917862122e+14,1.34322226293868e+14,1.36715354504129e+14,1.37798206247755e+14,9,13.0304,1,1,4,9,18,38,57,2019-12-15,08:47:48
9400000,9491,477,32,1.37555385660315e+14,1.3787428198327655e+14,1.33814392486233e+14,1.34422892817597e+14,1.36253850282472e+14,1.37555369262433e+14,1.39251550045603e+14,1.42461219859865e+14,1.43570881852818e+14,9,13.1712,1,1,4,9,18,39,57,2019-12-16,21:23:00
9410000,9487,467,46,1.410859296787865e+14,1.4121800139759944e+14,1.36165731667785e+14,1.37144690269935e+14,1.39437582983134e+14,1.41085912860031e+14,1.4310969252258e+14,1.45325685933457e+14,1.46171891234766e+14,9,13.3239,1,1,4,9,18,39,58,2019-12-18,10:23:39
9420000,9534,426,40,1.372540241574885e+14,1.3778570797753717e+14,1.32253679983068e+14,1.33162666622547e+14,1.35503372534225e+14,1.37253500334858e+14,1.39594108205844e+14,1.44091199416714e+14,1.45500894702806e+14,9,13.1513,1,1,4,9,18,38,57,2019-12-19,22:55:32
9430000,9515,452,33,1.4197722918966e+14,1.41607138297378e+14,1.36587182493102e+14,1.37198708019202e+14,1.39847621896207e+14,1.4197722918966e+14,1.43384371059705e+14,1.45592075764814e+14,1.46321220424795e+14,9,13.2627,1,1,4,9,18,39,59,2019-12-21,11:45:59
9440000,9474,480,46,1.490723553850625e+14,1.4792448865799975e+14,1.389674125285e+14,1.40248152780777e+14,1.44635721266322e+14,1.49071263782074e+14,1.51609350457213e+14,1.53145047170885e+14,1.53991214074094e+14,9,13.0959,1,1,4,9,18,38,59,2019-12-23,00:08:38
9450000,9504,456,40,1.53213963554399e+14,1.5275049150388134e+14,1.42754908051297e+14,1.4495004756426e+14,1.51714754056882e+14,1.53213963554399e+14,1.54660412205649e+14,1.5672380838326e+14,1.57582985831894e+14,9,13.3291,1,1,4,9,18,39,58,2019-12-24,13:10:09
9460000,9453,495,52,1.4594492785119e+14,1.460746904356928e+14,1.4077458753586e+14,1.41555792809021e+14,1.43555746338868e+14,1.45944840861199e+14,1.47767656564464e+14,1.52633663248256e+14,1.54068880896744e+14,9,13.1554,1,1,4,9,18,38,58,2019-12-26,01:42:43
9470000,9419,539,42,1.57033461559011e+14,1.5675681039207075e+14,1.50381445712152e+14,1.51262575767821e+14,1.53684687451974e+14,1.57010995047266e+14,1.59424320972829e+14,1.62395653769954e+14,1.63345358391535e+14,9,13.2391,1,1,4,9,18,38,58,2019-12-27,14:29:14
9480000,9460,498,42,1.649132999708595e+14,1.6468069510123844e+14,1.5760562421474e+14,1.5892335801533e+14,1.61584186763823e+14,1.6491328031166e+14,1.67816416170238e+14,1.70566082303148e+14,1.71491818601491e+14,9,13.1812,1,1,4,9,18,38,59,2019-12-29,03:06:06
9490000,9564,417,19,1.650716735861135e+14,1.6627754879331272e+14,1.59005056506703e+14,1.60019200201163e+14,1.62881439714591e+14,1.65071614532645e+14,1.69700596247634e+14,1.7449174146889e+14,1.76108073424332e+14,9,13.2108,1,1,4,9,18,39,59,2019-12-30,15:47:54
9500000,9615,368,17,1.62476579922296e+14,1.6228968724594212e+14,1.54093750718148e+14,1.55156475455576e+14,1.57853988376896e+14,1.62476560553576e+14,1.66907914204186e+14,1.69854338135684e+14,1.71274401393145e+14,9,13.0419,1,1,4,9,18,38,60,2020-01-01,04:01:33
9510000,9621,372,7,1.5392957583583e+14,1.543187932749057e+14,1.42372186959235e+14,1.44532056283483e+14,1.51965419269466e+14,1.53929282094913e+14,1.55766976420997e+14,1.66007319917311e+14,1.68720922899348e+14,9,13.3349,1,1,4,9,18,39,60,2020-01-02,17:04:02
9520000,9594,397,9,1.352281177570815e+14,1.3654500844958272e+14,1.29184793265623e+14,1.30652177760476e+14,1.33281256740481e+14,1.35227956489521e+14,1.38798816762216e+14,1.45796684738837e+14,1.46568013138801e+14,9,13.2781,1,1,4,9,18,40,60,2020-01-04,05:57:03
9530000,9621,368,11,1.39358178626539e+14,1.3972739053580877e+14,1.30985248434517e+14,1.32739912318093e+14,1.36165512505486e+14,1.39358012336152e+14,1.43738998126568e+14,1.45819985618259e+14,1.47242132225216e+14,9,13.0265,1,1,4,9,18,38,59,2020-01-05,18:08:08
9540000,9613,379,8,1.41893033104657e+14,1.4172407418804e+14,1.36099408385114e+14,1.37232548937969e+14,1.39907975868449e+14,1.41893016189687e+14,1.43237516734331e+14,1.46786517385011e+14,1.48305075940609e+14,9,13.1308,1,1,4,9,18,38,60,2020-01-07,06:36:36
9550000,9592,396,12,1.39102482395126e+14,1.389107023226092e+14,1.34347104145048e+14,1.35673931765637e+14,1.3707555189248e+14,1.3910241604968e+14,1.40556862622433e+14,1.42026577431865e+14,1.42581943836336e+14,9,13.1431,1,1,4,9,18,39,58,2020-01-08,19:07:07
9560000,9562,405,33,1.422622193875905e+14,1.4275091196765297e+14,1.36048131097808e+14,1.37378839490805e+14,1.39444068992242e+14,1.42261421585335e+14,1.45861126621462e+14,1.49077928625776e+14,1.49866576594917e+14,9,12.9651,1,1,4,9,18,38,58,2020-01-10,07:07:58
9570000,9583,401,16,1.491105735596615e+14,1.4882823736255828e+14,1.40999428270862e+14,1.42471510383348e+14,1.45474375537485e+14,1.49110235584322e+14,1.52104315708832e+14,1.54876304323651e+14,1.55923834011252e+14,9,13.0532,1,1,4,9,18,38,59,2020-01-11,19:23:30
9580000,9434,538,28,1.52852851255172e+14,1.530317035872993e+14,1.4794743988331e+14,1.48607663958928e+14,1.51087802319193e+14,1.52842668648908e+14,1.5540133653213e+14,1.57097602584364e+14,1.57734213912712e+14,10,13.3933,1,1,4,10,19,38,59,2020-01-13,08:35:43
9590000,9412,557,31,1.522227953359125e+14,1.524724656214668e+14,1.42648225617282e+14,1.44267960693041e+14,1.50140756652387e+14,1.52218092034914e+14,1.55314385175037e+14,1.58212717920711e+14,1.60427099021866e+14,9,13.1681,1,1,4,9,18,38,58,2020-01-14,21:10:24
9600000,9388,577,35,1.74119234106447e+14,1.7696095448929853e+14,1.62811410866748e+14,1.64012540323324e+14,1.70016518468753e+14,1.74119234106447e+14,1.85743755735169e+14,1.8965421940005e+14,1.91118751474699e+14,9,13.0382,1,1,4,9,18,38,57,2020-01-16,09:23:26
9610000,9414,548,38,1.90199757885247e+14,1.9956730980075756e+14,1.83664341655814e+14,1.85372139982877e+14,1.87898777865731e+14,1.90199735211666e+14,2.09404586582702e+14,2.33955755564145e+14,2.36379383403367e+14,9,12.8954,1,1,4,9,18,38,58,2020-01-17,21:12:40
9620000,9511,472,17,2.10059042098343e+14,2.117360798589122e+14,1.88887731087339e+14,1.91291559592133e+14,1.97174623641373e+14,2.10059042098343e+14,2.26257428470171e+14,2.33149564166349e+14,2.35612128560015e+14,10,13.5134,1,1,4,10,19,39,62,2020-01-19,10:44:54
9630000,9527,449,24,2.05350332868145e+14,2.0338345107524425e+14,1.89356263098744e+14,1.91417405110564e+14,1.9713064635215e+14,2.05350332868145e+14,2.09070345237592e+14,2.14527647709579e+14,2.17335215978663e+14,9,13.051,1,1,4,9,18,38,60,2020-01-20,23:00:04
9640000,9555,430,15,2.11022410137744e+14,2.1138060263263706e+14,2.0291508961833e+14,2.03969457841493e+14,2.08096016509033e+14,2.11022208841899e+14,2.15287112570368e+14,2.18308194870484e+14,2.20013649034368e+14,9,13.1204,1,1,4,9,18,39,60,2020-01-22,11:26:48
9650000,9571,416,13,2.15639994075614e+14,2.1596940844171066e+14,2.09655960578465e+14,2.11090742926759e+14,2.13412814973472e+14,2.15639865544109e+14,2.18357461173078e+14,2.21425856729004e+14,2.23119129046199e+14,9,13.1543,1,1,4,9,18,38,58,2020-01-23,23:59:11
9660000,9551,427,22,2.13707777787046e+14,2.1428208123350344e+14,2.08289189746777e+14,2.09275380702698e+14,2.1150568642982e+14,2.13707777787046e+14,2.16276699194378e+14,2.2242123416743e+14,2.23728944135095e+14,9,13.073,1,1,4,9,18,38,57,2020-01-25,12:18:01
9670000,9558,427,15,2.10872930213588e+14,2.1202542181851362e+14,2.03044026229484e+14,2.04255915872885e+14,2.07653548802602e+14,2.10872628336088e+14,2.14640072086336e+14,2.23459731460179e+14,2.26886188816905e+14,9,13.0234,1,1,4,9,18,38,58,2020-01-27,00:28:35
9680000,9539,436,25,2.42695191918527e+14,2.3869826479454875e+14,2.22488754682834e+14,2.23821607974968e+14,2.28988183503656e+14,2.42695162987002e+14,2.46521673684861e+14,2.5048537515474e+14,2.5460982771418e+14,9,12.9603,1,1,4,9,18,38,60,2020-01-28,12:28:38
9690000,9581,402,17,2.64335234346135e+14,2.6255565265290088e+14,2.49237838208526e+14,2.51367994276524e+14,2.58258877334352e+14,2.64335234346135e+14,2.6746732830492e+14,2.7099315141596e+14,2.73638234172219e+14,9,13.0116,1,1,4,9,18,38,59,2020-01-30,00:37:14
9700000,9545,439,16,2.64821186199139e+14,2.6502060477931944e+14,2.52439991038559e+14,2.54550148749123e+14,2.6047086382144e+14,2.64821186199139e+14,2.70161677847372e+14,2.73670787188708e+14,2.75456683849388e+14,9,13.3506,1,1,4,9,18,39,61,2020-01-31,13:42:20
9710000,9573,413,14,2.46374288425707e+14,2.46059539487772e+14,2.33834555386271e+14,2.35916869228874e+14,2.42591880269014e+14,2.46374288425707e+14,2.4941131862519e+14,2.55192033745829e+14,2.57186167072904e+14,10,13.2787,1,1,4,10,18,38,58,2020-02-02,02:35:27
9720000,9605,379,16,2.469886235838745e+14,2.4702731068890097e+14,2.37040744200607e+14,2.38437151344892e+14,2.4456884244029e+14,2.46988594140533e+14,2.49254802814129e+14,2.55668888412318e+14,2.5692504459467e+14,9,13.0187,1,1,4,9,18,38,58,2020-02-03,14:45:14
9730000,9545,435,20,2.46580477215721e+14,2.4649726425510112e+14,2.33891055866255e+14,2.35683524278733e+14,2.43629340401053e+14,2.46580389002933e+14,2.50887713577817e+14,2.55042270138101e+14,2.56377358190593e+14,9,13.2025,1,1,4,9,18,38,59,2020-02-05,03:25:39
9740000,9570,420,10,2.47848947656635e+14,2.4694206811912966e+14,2.3237572213621e+14,2.36299334269004e+14,2.4505196734701e+14,2.4784887181604e+14,2.50068599552374e+14,2.53300669157418e+14,2.54223237878858e+14,9,13.2644,1,1,4,9,18,39,60,2020-02-06,16:16:23
9750000,9581,407,12,2.164409609706835e+14,2.165095949933988e+14,1.97933310310001e+14,2.00945090582658e+14,2.09018833811776e+14,2.16440883540139e+14,2.24362280988845e+14,2.32910185916992e+14,2.34973227051429e+14,9,13.2843,1,1,4,9,18,39,61,2020-02-08,05:10:26
9760000,9597,390,13,2.13175770587386e+14,2.134931584084024e+14,2.09180050542483e+14,2.09835018390101e+14,2.11688694629873e+14,2.13175770587386e+14,2.15615825001796e+14,2.17357346274342e+14,2.182187220149e+14,9,13.1255,1,1,4,9,18,38,59,2020-02-09,17:38:01
9770000,9623,358,19,2.12118741450927e+14,2.1207141461395306e+14,2.02545294445943e+14,2.04535519502598e+14,2.07772483960747e+14,2.121187161644e+14,2.15567429711249e+14,2.2080752467198e+14,2.23447812166626e+14,9,13.0992,1,1,4,9,18,38,58,2020-02-11,06:01:13
9780000,9626,361,13,2.12671369965419e+14,2.1054397940250484e+14,1.97129222085398e+14,1.99629171308915e+14,2.03152528176632e+14,2.12671369965419e+14,2.15183421115887e+14,2.18896181469826e+14,2.20376679619242e+14,9,13.2232,1,1,4,9,18,39,59,2020-02-12,18:45:05
9790000,9616,364,20,1.9334545697943e+14,1.9376227767678025e+14,1.87076607971824e+14,1.8932178574663e+14,1.91312509975502e+14,1.93345018740914e+14,1.95662236929687e+14,2.00521725265908e+14,2.02000659042927e+14,9,13.1857,1,1,4,9,18,39,60,2020-02-14,07:22:42
9800000,9644,343,13,1.83349333333284e+14,1.8387925708830844e+14,1.78077561843575e+14,1.79773933165777e+14,1.81602522858682e+14,1.83349333333284e+14,1.85449401511509e+14,1.91576583132947e+14,1.93007197158601e+14,9,13.2155,1,1,4,9,18,39,59,2020-02-15,20:05:17
9810000,9605,375,20,1.72156993279926e+14,1.7137707343011253e+14,1.59143283447648e+14,1.61902538655733e+14,1.67261153546859e+14,1.72156911169008e+14,1.74985721929631e+14,1.79371409884681e+14,1.80424509656153e+14,9,13.3619,1,1,4,9,18,40,60,2020-02-17,09:12:16
9820000,9589,399,12,1.606192814008185e+14,1.6094664620232066e+14,1.54843852884804e+14,1.55795355555805e+14,1.58323667089995e+14,1.60619166442066e+14,1.62777704231763e+14,1.67872656097446e+14,1.68804432572869e+14,9,13.0762,1,1,4,9,18,38,59,2020-02-18,21:31:38
9830000,9603,377,20,1.60074825259197e+14,1.6054883732442012e+14,1.54188495313667e+14,1.55196967648355e+14,1.5773671469584e+14,1.60074825259197e+14,1.63306565715142e+14,1.67148415794492e+14,1.68539099537427e+14,9,13.1659,1,1,4,9,18,39,59,2020-02-20,10:05:57
9840000,9603,377,20,1.585679030785115e+14,1.5916105127244906e+14,1.53204845282048e+14,1.54107996965847e+14,1.56533270606959e+14,1.58567827448961e+14,1.60202215758032e+14,1.67205638832644e+14,1.69085207098881e+14,9,13.1717,1,1,4,9,18,38,57,2020-02-21,22:41:14
9850000,9566,411,23,1.628205780988555e+14,1.6239743119145016e+14,1.56659398317939e+14,1.57991308510331e+14,1.60724194825946e+14,1.62820267182362e+14,1.64118890776502e+14,1.66289610082456e+14,1.6752242184185e+14,9,13.1886,1,1,4,9,18,38,59,2020-02-23,11:19:20
9860000,9545,431,24,1.6220613060011e+14,1.6377997916625534e+14,1.55687374117061e+14,1.56482548301022e+14,1.59361937538828e+14,1.6220613060011e+14,1.6563021576139e+14,1.78911871692173e+14,1.82249296833281e+14,9,13.0991,1,1,4,9,18,39,59,2020-02-24,23:42:31
9870000,9623,363,14,1.590667829978695e+14,1.5986261389474625e+14,1.53171455652971e+14,1.54027367656405e+14,1.56906355258176e+14,1.59066536321799e+14,1.63354552354814e+14,1.6573341557007e+14,1.67246660062807e+14,9,13.2462,1,1,4,9,18,39,60,2020-02-26,12:30:13
9880000,9615,371,14,1.56679074321853e+14,1.5618274331839938e+14,1.48734643858859e+14,1.50620646831209e+14,1.5436380541853e+14,1.56679074321853e+14,1.58504057550271e+14,1.599194045506e+14,1.60510283945582e+14,9,13.1069,1,1,4,9,18,39,59,2020-02-28,00:54:42
9890000,9586,395,19,1.49598237639462e+14,1.4947984152861512e+14,1.44675817485039e+14,1.45887869191328e+14,1.47673985782663e+14,1.4959816630543e+14,1.51011960955955e+14,1.53443383508404e+14,1.54576492895962e+14,9,13.2143,1,1,4,9,18,39,58,2020-02-29,13:37:05
9900000,9584,396,20,1.52811612849319e+14,1.5267911855464066e+14,1.46654989236445e+14,1.48244052920814e+14,1.5087063111556e+14,1.52811612849319e+14,1.54446019519314e+14,1.58008853651887e+14,1.59859664084017e+14,9,13.0857,1,1,4,9,18,39,59,2020-03-02,01:58:02
9910000,9581,396,23,1.58828995136366e+14,1.5885160484293256e+14,1.51256582935188e+14,1.52527376728729e+14,1.55142880519096e+14,1.58828976202472e+14,1.62160279608759e+14,1.65248378760973e+14,1.67430764704595e+14,9,13.0617,1,1,4,9,18,38,58,2020-03-03,14:14:59
9920000,9618,369,13,1.59512102450706e+14,1.604440468333118e+14,1.53836060866236e+14,1.5452721067025e+14,1.57008350731024e+14,1.59512102450706e+14,1.63526969786466e+14,1.6796010898079e+14,1.69536563764192e+14,9,13.0901,1,1,4,9,18,38,57,2020-03-05,02:36:40
9930000,9649,342,9,1.572650303563795e+14,1.5661019959251466e+14,1.44796056363019e+14,1.45957095033151e+14,1.51287349065031e+14,1.57258894931795e+14,1.61985658181937e+14,1.67348411654996e+14,1.68750422120021e+14,9,13.1913,1,1,4,9,18,39,61,2020-03-06,15:15:13
9940000,9629,360,11,1.46104851992501e+14,1.452611865634352e+14,1.36896305140118e+14,1.37805388325018e+14,1.42562401524557e+14,1.46104730004987e+14,1.48353690869672e+14,1.52221265915916e+14,1.54625303994162e+14,9,13.1004,1,1,4,9,18,38,59,2020-03-08,03:38:37
9950000,9611,380,9,1.459234095579025e+14,1.4615380279288916e+14,1.40884381299544e+14,1.42322896265826e+14,1.4413045127989e+14,1.45923305151334e+14,1.47723407101599e+14,1.51104556614619e+14,1.54154032611889e+14,9,13.0108,1,1,4,9,18,38,59,2020-03-09,15:47:05
9960000,9624,366,10,1.5011881128146e+14,1.50434291679268e+14,1.46098317699057e+14,1.46909402904947e+14,1.48350684993686e+14,1.5011881128146e+14,1.52392966358188e+14,1.54817710295406e+14,1.55912510291574e+14,9,13.1212,1,1,4,9,18,39,57,2020-03-11,04:13:57
9970000,9596,388,16,1.462245578552815e+14,1.4464866742663706e+14,1.30321886066669e+14,1.33953238858551e+14,1.41764430414336e+14,1.46224191456321e+14,1.48289028215282e+14,1.50088438311631e+14,1.50822292874581e+14,9,13.3649,1,1,4,9,18,39,59,2020-03-12,17:21:26
9980000,9563,418,19,1.28738864099887e+14,1.3384782890281497e+14,1.21597762966944e+14,1.22543747861994e+14,1.2504982454454e+14,1.28738864099887e+14,1.45994567166958e+14,1.53750580762071e+14,1.54511706999772e+14,9,12.957,1,1,4,9,18,38,58,2020-03-14,05:20:56
9990000,9601,377,22,1.5478827004444e+14,1.5404558960178422e+14,1.40336258627199e+14,1.41443613520617e+14,1.50808368978223e+14,1.54788251592238e+14,1.5888834157375e+14,1.63156885994118e+14,1.64187550619126e+14,9,12.9042,1,1,4,9,18,38,59,2020-03-15,17:11:38
10000000,9548,439,13,1.627579274312805e+14,1.6198059104659062e+14,1.50366237062037e+14,1.53567403886418e+14,1.59282848355265e+14,1.62757849803282e+14,1.65362042216895e+14,1.69140604264498e+14,1.71397622773677e+14,9,13.287,1,1,4,9,18,38,60,2020-03-17,06:06:08
10010000,9541,429,30,1.35383176414745e+14,1.3639262490336903e+14,1.25565723094502e+14,1.26410328476821e+14,1.31284084424575e+14,1.35383176414745e+14,1.38219762372447e+14,1.5482424586866e+14,1.56106578521568e+14,9,13.4112,1,1,4,9,18,39,62,2020-03-18,19:21:20
10020000,9607,377,16,1.32714380634978e+14,1.335517793769142e+14,1.26683491437899e+14,1.27794130104721e+14,1.30073194933699e+14,1.32714380634978e+14,1.37097512357689e+14,1.40627245718072e+14,1.41930833279039e+14,9,13.1607,1,1,4,9,18,38,57,2020-03-20,07:54:47
10030000,9634,339,27,1.314129863360075e+14,1.319117775558578e+14,1.24922989374381e+14,1.25923510731011e+14,1.28713758206982e+14,1.31412928428651e+14,1.3521876774277e+14,1.38469353989087e+14,1.39071286707599e+14,9,13.1788,1,1,4,9,18,39,59,2020-03-21,20:31:15
